Sizes;NOINIT_SEQ_WRITE;INIT_SEQ_WRITE;NOINIT_SEQ_READ;INIT_SEQ_READ;NOINIT_RND_WRITE;INIT_RND_WRITE;NOINIT_RND_READ;INIT_RND_READ
127500;100.00;100.00;100.00;15.00;100.00;100.00;100.00;96.00
130000;100.00;100.00;100.00;17.00;100.00;100.00;100.00;98.00
132500;100.00;100.00;100.00;16.00;100.00;100.00;100.00;98.00
135000;100.00;100.00;100.00;9.00;100.00;100.00;100.00;96.00
137500;100.00;100.00;100.00;9.00;100.00;100.00;100.00;95.00
140000;100.00;100.00;100.00;8.00;100.00;100.00;100.00;99.00
142500;100.00;100.00;100.00;5.00;100.00;100.00;100.00;96.00
145000;100.00;100.00;100.00;2.00;100.00;100.00;100.00;97.00
147500;100.00;100.00;100.00;17.00;100.00;100.00;100.00;94.00
150000;100.00;100.00;100.00;17.00;100.00;100.00;100.00;96.00
152500;100.00;100.00;100.00;20.00;100.00;100.00;100.00;99.00
155000;100.00;100.00;100.00;19.00;100.00;100.00;100.00;100.00
157500;100.00;100.00;100.00;19.00;100.00;100.00;100.00;99.00
160000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;96.00
162500;100.00;100.00;100.00;20.00;100.00;100.00;100.00;98.00
165000;100.00;100.00;100.00;11.00;100.00;100.00;100.00;99.00
167500;100.00;100.00;100.00;19.00;100.00;100.00;100.00;99.00
170000;100.00;100.00;100.00;11.00;100.00;100.00;100.00;95.00
172500;100.00;100.00;100.00;8.00;100.00;100.00;100.00;97.00
175000;100.00;100.00;100.00;9.00;100.00;100.00;100.00;97.00
177500;100.00;100.00;100.00;5.00;100.00;100.00;100.00;94.00
180000;100.00;100.00;100.00;3.00;100.00;100.00;100.00;99.00
182500;100.00;100.00;100.00;0.00;100.00;100.00;100.00;99.00
185000;100.00;100.00;100.00;22.00;100.00;100.00;100.00;100.00
187500;100.00;100.00;100.00;23.00;100.00;100.00;100.00;97.00
190000;100.00;100.00;100.00;22.00;100.00;100.00;100.00;97.00
192500;100.00;100.00;100.00;27.00;100.00;100.00;100.00;96.00
195000;100.00;100.00;100.00;25.00;100.00;100.00;100.00;100.00
197500;100.00;100.00;100.00;25.00;100.00;100.00;100.00;97.00
200000;100.00;100.00;100.00;25.00;100.00;100.00;100.00;91.00
202500;100.00;100.00;100.00;25.00;100.00;100.00;100.00;95.00
205000;100.00;100.00;100.00;31.00;100.00;100.00;100.00;91.00
207500;100.00;100.00;100.00;25.00;100.00;100.00;100.00;100.00
210000;100.00;100.00;100.00;16.00;100.00;100.00;100.00;99.00
212500;100.00;100.00;100.00;15.00;100.00;100.00;100.00;96.00
215000;100.00;100.00;100.00;15.00;100.00;100.00;100.00;95.00
217500;100.00;100.00;100.00;14.00;100.00;100.00;100.00;100.00
220000;100.00;100.00;100.00;14.00;100.00;100.00;100.00;97.00
222500;100.00;100.00;100.00;14.00;100.00;100.00;100.00;95.00
225000;100.00;100.00;100.00;13.00;100.00;100.00;100.00;95.00
227500;100.00;100.00;100.00;10.00;100.00;100.00;100.00;96.00
230000;100.00;100.00;100.00;14.00;100.00;100.00;100.00;97.00
232500;100.00;100.00;100.00;11.00;100.00;100.00;100.00;99.00
235000;100.00;100.00;100.00;8.00;100.00;100.00;100.00;100.00
237500;100.00;100.00;100.00;12.00;100.00;100.00;100.00;100.00
240000;100.00;100.00;100.00;4.00;100.00;100.00;100.00;100.00
242500;100.00;100.00;100.00;2.00;100.00;100.00;100.00;100.00
245000;100.00;100.00;100.00;34.00;100.00;100.00;100.00;100.00
247500;100.00;100.00;100.00;36.00;100.00;100.00;100.00;96.00
250000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;91.00
252500;100.00;100.00;100.00;30.00;100.00;100.00;100.00;89.00
255000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;94.00
257500;100.00;100.00;100.00;33.00;100.00;100.00;100.00;92.00
260000;100.00;100.00;100.00;34.00;100.00;100.00;100.00;100.00
262500;100.00;100.00;100.00;32.00;100.00;100.00;100.00;94.00
265000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;96.00
267500;100.00;100.00;100.00;32.00;100.00;100.00;100.00;99.00
270000;100.00;100.00;100.00;32.00;100.00;100.00;100.00;88.00
272500;100.00;100.00;100.00;33.00;100.00;100.00;100.00;98.00
275000;100.00;100.00;100.00;36.00;100.00;100.00;100.00;98.00
277500;100.00;100.00;100.00;33.00;100.00;100.00;100.00;95.00
280000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;97.00
282500;100.00;100.00;100.00;34.00;100.00;100.00;100.00;99.00
285000;100.00;100.00;100.00;39.00;100.00;100.00;100.00;98.00
287500;100.00;100.00;100.00;33.00;100.00;100.00;100.00;96.00
290000;100.00;100.00;100.00;34.00;100.00;100.00;100.00;97.00
292500;100.00;100.00;100.00;35.00;100.00;100.00;100.00;96.00
295000;100.00;100.00;100.00;21.00;100.00;100.00;100.00;97.00
297500;100.00;100.00;100.00;21.00;100.00;100.00;100.00;99.00
300000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;96.00
302500;100.00;100.00;100.00;20.00;100.00;100.00;100.00;97.00
305000;100.00;100.00;100.00;21.00;100.00;100.00;100.00;96.00
307500;100.00;100.00;100.00;20.00;100.00;100.00;100.00;98.00
310000;100.00;100.00;100.00;24.00;100.00;100.00;100.00;100.00
312500;100.00;100.00;100.00;20.00;100.00;100.00;100.00;100.00
315000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;99.00
317500;100.00;100.00;100.00;20.00;100.00;100.00;100.00;100.00
320000;100.00;100.00;100.00;21.00;100.00;100.00;100.00;100.00
322500;100.00;100.00;100.00;20.00;100.00;100.00;100.00;96.00
325000;100.00;100.00;100.00;24.00;100.00;100.00;100.00;98.00
327500;100.00;100.00;100.00;15.00;100.00;100.00;100.00;95.00
330000;100.00;100.00;100.00;14.00;100.00;100.00;100.00;93.00
332500;100.00;100.00;100.00;14.00;100.00;100.00;100.00;90.00
335000;100.00;100.00;100.00;14.00;100.00;100.00;100.00;95.00
337500;100.00;100.00;100.00;14.00;100.00;100.00;100.00;90.00
340000;100.00;100.00;100.00;13.00;100.00;100.00;100.00;94.00
342500;100.00;100.00;100.00;11.00;100.00;100.00;100.00;92.00
345000;100.00;100.00;100.00;10.00;100.00;100.00;100.00;98.00
347500;100.00;100.00;100.00;10.00;100.00;100.00;100.00;99.00
350000;100.00;100.00;100.00;9.00;100.00;100.00;100.00;97.00
352500;100.00;100.00;100.00;8.00;100.00;100.00;100.00;98.00
355000;100.00;100.00;100.00;6.00;100.00;100.00;100.00;98.00
357500;100.00;100.00;100.00;4.00;100.00;100.00;100.00;98.00
360000;100.00;100.00;100.00;5.00;100.00;100.00;100.00;100.00
362500;100.00;100.00;100.00;6.00;100.00;100.00;100.00;96.00
365000;100.00;100.00;100.00;46.00;100.00;100.00;100.00;96.00
367500;100.00;100.00;100.00;50.00;100.00;100.00;100.00;98.00
370000;100.00;100.00;100.00;44.00;100.00;100.00;100.00;97.00
372500;100.00;100.00;100.00;40.00;100.00;100.00;100.00;100.00
375000;100.00;100.00;100.00;46.00;100.00;100.00;100.00;96.00
377500;100.00;100.00;100.00;48.00;100.00;100.00;100.00;92.00
380000;100.00;100.00;100.00;46.00;100.00;100.00;100.00;95.00
382500;100.00;100.00;100.00;50.00;100.00;100.00;100.00;94.00
385000;100.00;100.00;100.00;46.00;100.00;100.00;100.00;100.00
387500;100.00;100.00;100.00;49.00;100.00;100.00;100.00;95.00
390000;100.00;100.00;100.00;52.00;100.00;100.00;100.00;100.00
392500;100.00;100.00;100.00;49.00;100.00;100.00;100.00;98.00
395000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;93.00
397500;100.00;100.00;100.00;48.00;100.00;100.00;100.00;100.00
400000;100.00;100.00;100.00;48.00;100.00;100.00;100.00;100.00
402500;100.00;100.00;100.00;50.00;100.00;100.00;100.00;97.00
405000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;95.00
407500;100.00;100.00;100.00;50.00;100.00;100.00;100.00;99.00
410000;100.00;100.00;100.00;55.00;100.00;100.00;100.00;98.00
412500;100.00;100.00;100.00;50.00;100.00;100.00;100.00;96.00
415000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;97.00
417500;100.00;100.00;100.00;49.00;100.00;100.00;100.00;99.00
420000;100.00;100.00;100.00;51.00;100.00;100.00;100.00;96.00
422500;100.00;100.00;100.00;52.00;100.00;100.00;100.00;96.00
425000;100.00;100.00;100.00;51.00;100.00;100.00;100.00;97.00
427500;100.00;100.00;100.00;49.00;100.00;100.00;100.00;98.00
430000;100.00;100.00;100.00;48.00;100.00;100.00;100.00;97.00
432500;100.00;100.00;100.00;50.00;100.00;100.00;100.00;98.00
435000;100.00;100.00;100.00;52.00;100.00;100.00;100.00;99.00
437500;100.00;100.00;100.00;50.00;100.00;100.00;100.00;97.00
440000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;100.00
442500;100.00;100.00;100.00;50.00;100.00;100.00;100.00;99.00
445000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;100.00
447500;100.00;100.00;100.00;52.00;100.00;100.00;100.00;100.00
450000;100.00;100.00;100.00;51.00;100.00;100.00;100.00;99.00
452500;100.00;100.00;100.00;49.00;100.00;100.00;100.00;100.00
455000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;99.00
457500;100.00;100.00;100.00;52.00;100.00;100.00;100.00;99.00
460000;100.00;100.00;100.00;53.00;100.00;100.00;100.00;98.00
462500;100.00;100.00;100.00;50.00;100.00;100.00;100.00;100.00
465000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;100.00
467500;100.00;100.00;100.00;49.00;100.00;100.00;100.00;99.00
470000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;90.00
472500;100.00;100.00;100.00;51.00;100.00;100.00;100.00;96.00
475000;100.00;100.00;100.00;51.00;100.00;100.00;100.00;83.00
477500;100.00;100.00;100.00;52.00;100.00;100.00;100.00;91.00
480000;100.00;100.00;100.00;49.00;100.00;100.00;100.00;96.00
482500;100.00;100.00;100.00;50.00;100.00;100.00;100.00;97.00
485000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;100.00
487500;100.00;100.00;100.00;51.00;100.00;100.00;100.00;98.00
490000;100.00;100.00;100.00;48.00;100.00;100.00;100.00;98.00
492500;100.00;100.00;100.00;39.00;100.00;100.00;100.00;99.00
495000;100.00;100.00;100.00;39.00;100.00;100.00;100.00;100.00
497500;100.00;100.00;100.00;34.00;100.00;100.00;100.00;100.00
500000;100.00;100.00;100.00;37.00;100.00;100.00;100.00;99.00
502500;100.00;100.00;100.00;34.00;100.00;100.00;100.00;100.00
505000;100.00;100.00;100.00;39.00;100.00;100.00;100.00;100.00
507500;100.00;100.00;100.00;36.00;100.00;100.00;100.00;97.00
510000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;99.00
512500;100.00;100.00;100.00;34.00;100.00;100.00;100.00;98.00
515000;100.00;100.00;100.00;35.00;100.00;100.00;100.00;96.00
517500;100.00;100.00;100.00;36.00;100.00;100.00;100.00;100.00
520000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;95.00
522500;100.00;100.00;100.00;33.00;100.00;100.00;100.00;99.00
525000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;98.00
527500;100.00;100.00;100.00;33.00;100.00;100.00;100.00;95.00
530000;100.00;100.00;100.00;34.00;100.00;100.00;100.00;98.00
532500;100.00;100.00;100.00;34.00;100.00;100.00;100.00;97.00
535000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;99.00
537500;100.00;100.00;100.00;33.00;100.00;100.00;100.00;97.00
540000;100.00;100.00;100.00;34.00;100.00;100.00;100.00;98.00
542500;100.00;100.00;100.00;34.00;100.00;100.00;100.00;98.00
545000;100.00;100.00;100.00;34.00;100.00;100.00;100.00;98.00
547500;100.00;100.00;100.00;33.00;100.00;100.00;100.00;99.00
550000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;97.00
552500;100.00;100.00;100.00;35.00;100.00;100.00;100.00;98.00
555000;100.00;100.00;100.00;36.00;100.00;100.00;100.00;99.00
557500;100.00;100.00;100.00;37.00;100.00;100.00;100.00;98.00
560000;100.00;100.00;100.00;34.00;100.00;100.00;100.00;91.00
562500;100.00;100.00;100.00;33.00;100.00;100.00;100.00;97.00
565000;100.00;100.00;100.00;33.00;100.00;100.00;100.00;95.00
567500;100.00;100.00;100.00;33.00;100.00;100.00;100.00;98.00
570000;100.00;100.00;100.00;35.00;100.00;100.00;100.00;97.00
572500;100.00;100.00;100.00;33.00;100.00;100.00;100.00;97.00
575000;100.00;100.00;100.00;42.00;100.00;100.00;100.00;100.00
577500;100.00;100.00;100.00;35.00;100.00;100.00;100.00;98.00
580000;100.00;100.00;100.00;39.00;100.00;100.00;100.00;98.00
582500;100.00;100.00;100.00;34.00;100.00;100.00;100.00;99.00
585000;100.00;100.00;100.00;38.00;100.00;100.00;100.00;100.00
587500;100.00;100.00;100.00;33.00;100.00;100.00;100.00;100.00
590000;100.00;100.00;100.00;32.00;100.00;100.00;100.00;94.00
592500;100.00;100.00;100.00;27.00;100.00;100.00;100.00;88.00
595000;100.00;100.00;100.00;26.00;100.00;100.00;100.00;90.00
597500;100.00;100.00;100.00;26.00;100.00;100.00;100.00;99.00
600000;100.00;100.00;100.00;29.00;100.00;100.00;100.00;99.00
602500;100.00;100.00;100.00;25.00;100.00;100.00;100.00;97.00
605000;100.00;100.00;100.00;27.00;100.00;100.00;100.00;96.00
607500;100.00;100.00;100.00;30.00;100.00;100.00;100.00;99.00
610000;100.00;100.00;100.00;26.00;100.00;100.00;100.00;97.00
612500;100.00;100.00;100.00;30.00;100.00;100.00;100.00;97.00
615000;100.00;100.00;100.00;25.00;100.00;100.00;100.00;98.00
617500;100.00;100.00;100.00;26.00;100.00;100.00;100.00;97.00
620000;100.00;100.00;100.00;25.00;100.00;100.00;100.00;99.00
622500;100.00;100.00;100.00;26.00;100.00;100.00;100.00;98.00
625000;100.00;100.00;100.00;27.00;100.00;100.00;100.00;99.00
627500;100.00;100.00;100.00;25.00;100.00;100.00;100.00;94.00
630000;100.00;100.00;100.00;50.00;100.00;100.00;100.00;99.00
632500;100.00;100.00;100.00;24.00;100.00;100.00;100.00;98.00
635000;100.00;100.00;100.00;26.00;100.00;100.00;100.00;98.00
637500;100.00;100.00;100.00;25.00;100.00;100.00;100.00;96.00
640000;100.00;100.00;100.00;20.00;100.00;100.00;100.00;96.00
642500;100.00;100.00;100.00;32.00;100.00;100.00;100.00;96.00
645000;100.00;100.00;100.00;21.00;100.00;100.00;100.00;99.00
647500;100.00;100.00;100.00;26.00;100.00;100.00;100.00;96.00
650000;100.00;100.00;100.00;21.00;100.00;100.00;100.00;99.00
652500;100.00;100.00;100.00;16.00;100.00;100.00;100.00;97.00
655000;100.00;100.00;100.00;29.00;100.00;100.00;100.00;97.00
657500;100.00;100.00;100.00;17.00;100.00;100.00;100.00;98.00
660000;100.00;100.00;100.00;18.00;100.00;100.00;100.00;99.00
662500;100.00;100.00;100.00;16.00;100.00;100.00;100.00;97.00
665000;100.00;100.00;100.00;16.00;100.00;100.00;100.00;99.00
667500;100.00;100.00;100.00;20.00;100.00;100.00;100.00;97.00
670000;100.00;100.00;100.00;16.00;100.00;100.00;100.00;97.00
672500;100.00;100.00;100.00;16.00;100.00;100.00;100.00;98.00
675000;100.00;100.00;100.00;14.00;100.00;100.00;100.00;97.00
677500;100.00;100.00;100.00;14.00;100.00;100.00;100.00;97.00
680000;100.00;100.00;100.00;23.00;100.00;100.00;100.00;98.00
682500;100.00;100.00;100.00;13.00;100.00;100.00;100.00;97.00
685000;100.00;100.00;100.00;12.00;100.00;100.00;100.00;98.00
687500;100.00;100.00;100.00;28.00;100.00;100.00;100.00;99.00
690000;100.00;100.00;100.00;15.00;100.00;100.00;100.00;100.00
692500;100.00;100.00;100.00;11.00;100.00;100.00;100.00;99.00
695000;100.00;100.00;100.00;19.00;100.00;100.00;100.00;100.00
697500;100.00;100.00;100.00;9.00;100.00;100.00;100.00;100.00
700000;100.00;100.00;100.00;7.00;100.00;100.00;100.00;100.00
702500;100.00;100.00;100.00;8.00;100.00;100.00;100.00;99.00
705000;100.00;100.00;100.00;10.00;100.00;100.00;100.00;98.00
707500;100.00;100.00;100.00;8.00;100.00;100.00;100.00;100.00
710000;100.00;100.00;100.00;5.00;100.00;100.00;100.00;100.00
712500;100.00;100.00;100.00;7.00;100.00;100.00;100.00;98.00
715000;100.00;100.00;100.00;10.00;100.00;100.00;100.00;99.00
717500;100.00;100.00;100.00;7.00;100.00;100.00;100.00;100.00
720000;100.00;100.00;100.00;8.00;100.00;100.00;100.00;100.00
722500;100.00;100.00;100.00;5.00;100.00;100.00;100.00;95.00
725000;100.00;100.00;100.00;3.00;100.00;100.00;100.00;98.00
727500;100.00;100.00;100.00;5.00;100.00;100.00;100.00;94.00
730000;100.00;100.00;100.00;96.00;100.00;100.00;100.00;71.00
732500;100.00;100.00;100.00;45.00;100.00;100.00;100.00;83.00
735000;100.00;100.00;100.00;100.00;100.00;100.00;100.00;94.00
737500;100.00;100.00;100.00;100.00;100.00;100.00;100.00;93.00
740000;100.00;100.00;100.00;76.00;100.00;100.00;100.00;94.00
742500;100.00;100.00;100.00;48.00;100.00;100.00;100.00;92.00
745000;100.00;100.00;100.00;69.00;100.00;100.00;100.00;98.00
747500;100.00;100.00;100.00;83.00;100.00;100.00;100.00;98.00
750000;100.00;100.00;100.00;84.00;100.00;100.00;100.00;97.00
752500;100.00;100.00;100.00;87.00;100.00;100.00;100.00;99.00
755000;100.00;100.00;100.00;64.00;100.00;100.00;100.00;98.00
757500;100.00;100.00;100.00;75.00;100.00;100.00;100.00;98.00
760000;100.00;100.00;100.00;85.00;100.00;100.00;100.00;100.00
762500;100.00;100.00;100.00;82.00;100.00;100.00;100.00;97.00
765000;100.00;100.00;100.00;84.00;100.00;100.00;100.00;97.00
767500;100.00;100.00;100.00;89.00;100.00;100.00;100.00;96.00
770000;100.00;100.00;100.00;100.00;100.00;100.00;100.00;98.00
772500;100.00;100.00;100.00;97.00;100.00;100.00;100.00;100.00
775000;100.00;100.00;100.00;100.00;100.00;100.00;100.00;97.00
777500;100.00;100.00;100.00;87.00;100.00;100.00;100.00;100.00
780000;100.00;100.00;100.00;96.00;100.00;100.00;100.00;90.00
782500;100.00;100.00;100.00;94.00;100.00;100.00;100.00;97.00
785000;100.00;100.00;100.00;97.00;100.00;100.00;100.00;99.00
787500;100.00;100.00;100.00;96.00;100.00;100.00;100.00;100.00
790000;100.00;100.00;100.00;95.00;100.00;100.00;100.00;100.00
792500;100.00;100.00;100.00;95.00;100.00;100.00;100.00;100.00
795000;100.00;100.00;100.00;89.00;100.00;100.00;100.00;100.00
797500;100.00;100.00;100.00;90.00;100.00;100.00;100.00;100.00
800000;100.00;100.00;100.00;91.00;100.00;100.00;100.00;100.00
802500;100.00;100.00;100.00;99.00;100.00;100.00;100.00;100.00
805000;100.00;100.00;100.00;89.00;100.00;100.00;100.00;100.00
807500;100.00;100.00;100.00;98.00;100.00;100.00;100.00;100.00
810000;100.00;100.00;100.00;92.00;100.00;100.00;100.00;100.00
812500;100.00;100.00;100.00;87.00;100.00;100.00;100.00;100.00
815000;100.00;100.00;100.00;99.00;100.00;100.00;100.00;100.00
817500;100.00;100.00;100.00;91.00;100.00;100.00;100.00;100.00
820000;100.00;100.00;100.00;99.00;100.00;100.00;100.00;100.00
822500;100.00;100.00;100.00;80.00;100.00;100.00;100.00;100.00
825000;100.00;100.00;100.00;84.00;100.00;100.00;100.00;100.00
